               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.046079,            0.028882,           0.0021703,             0.85096,             0.72999,              0.8049,             0.42706,            0.039136,            0.024562,          0.00092178,            0.003169,            0.003169,            0.003169
                  71,            0.045452,            0.027306,           0.0023622,             0.85684,              0.7408,             0.81185,             0.43827,            0.038296,            0.024584,          0.00086324,             0.00307,             0.00307,             0.00307
                  72,            0.045266,            0.027474,           0.0022423,             0.86274,             0.73776,             0.81261,             0.44099,            0.038206,            0.024206,          0.00090173,            0.002971,            0.002971,            0.002971
                  73,            0.044723,            0.027572,           0.0020164,             0.87138,             0.75326,             0.82396,             0.44691,            0.037842,            0.023792,          0.00083623,            0.002872,            0.002872,            0.002872
                  74,            0.044958,            0.028542,           0.0022037,             0.86014,             0.75948,              0.8256,             0.45449,            0.037561,            0.023694,          0.00079458,            0.002773,            0.002773,            0.002773
                  75,            0.044718,            0.028369,           0.0022228,             0.86749,              0.7666,             0.83275,             0.46327,            0.037256,            0.023436,           0.0008403,            0.002674,            0.002674,            0.002674
                  76,            0.044524,            0.028025,           0.0021074,             0.87727,             0.74622,             0.82781,             0.46641,            0.036789,            0.023265,           0.0008294,            0.002575,            0.002575,            0.002575
                  77,            0.044388,            0.028255,            0.002269,             0.87751,             0.76331,             0.83246,             0.46642,            0.036808,            0.023323,          0.00078242,            0.002476,            0.002476,            0.002476
                  78,            0.043472,            0.027237,           0.0018235,             0.88457,             0.77728,             0.83825,             0.47177,             0.03657,            0.023152,          0.00075463,            0.002377,            0.002377,            0.002377
                  79,            0.043468,            0.027098,           0.0018113,             0.87899,             0.76383,             0.84067,             0.47208,            0.036544,            0.022997,          0.00076716,            0.002278,            0.002278,            0.002278
                  80,            0.043148,            0.026469,           0.0021501,             0.88511,             0.77344,             0.84376,             0.47904,            0.036079,            0.022768,          0.00073682,            0.002179,            0.002179,            0.002179
                  81,            0.042784,            0.026705,           0.0017363,             0.88336,             0.77708,             0.84271,             0.47868,            0.035967,            0.022722,          0.00064981,             0.00208,             0.00208,             0.00208
                  82,            0.042479,            0.027286,            0.001639,              0.8905,              0.7795,             0.84832,              0.4816,            0.035649,            0.022471,          0.00067671,            0.001981,            0.001981,            0.001981
                  83,            0.041986,            0.026675,           0.0017902,               0.888,             0.78454,             0.85348,             0.48996,            0.035126,            0.022204,           0.0006358,            0.001882,            0.001882,            0.001882
                  84,            0.041965,            0.025555,           0.0016694,             0.90208,             0.77913,              0.8525,             0.50031,            0.034782,            0.022079,          0.00066235,            0.001783,            0.001783,            0.001783
                  85,            0.041672,            0.025955,           0.0015732,             0.89604,             0.79457,             0.85534,             0.49949,            0.034948,            0.022031,          0.00070822,            0.001684,            0.001684,            0.001684
                  86,            0.042149,            0.024874,           0.0017123,             0.89357,             0.78131,              0.8535,             0.49494,            0.035033,            0.022039,           0.0006589,            0.001585,            0.001585,            0.001585
                  87,            0.041856,            0.026517,            0.001945,             0.89607,             0.79288,              0.8631,             0.50646,             0.03437,            0.021598,          0.00063968,            0.001486,            0.001486,            0.001486
                  88,            0.042009,            0.026216,           0.0018956,             0.90505,             0.79254,              0.8621,             0.51075,            0.034154,            0.021606,          0.00060146,            0.001387,            0.001387,            0.001387
                  89,            0.041836,            0.026197,           0.0016743,             0.91271,             0.78507,             0.86257,             0.51141,            0.034199,            0.021502,          0.00063884,            0.001288,            0.001288,            0.001288
                  90,            0.040915,            0.025214,           0.0016978,             0.91488,             0.79607,             0.86529,             0.51226,            0.033934,            0.021311,          0.00059836,            0.001189,            0.001189,            0.001189
                  91,            0.040787,            0.025757,           0.0016103,             0.90798,             0.79934,             0.86659,             0.51422,            0.033975,            0.021398,          0.00060287,             0.00109,             0.00109,             0.00109
                  92,            0.040251,            0.025634,           0.0015183,             0.91686,             0.80323,             0.87227,             0.52367,            0.033317,            0.020987,           0.0006171,            0.000991,            0.000991,            0.000991
                  93,            0.039731,            0.025684,           0.0015315,             0.92459,             0.79518,             0.87304,             0.52645,            0.033174,            0.020987,          0.00060482,            0.000892,            0.000892,            0.000892
                  94,              0.0398,            0.026184,           0.0016894,             0.91511,             0.80114,             0.87263,             0.52494,            0.033075,            0.020858,          0.00059541,            0.000793,            0.000793,            0.000793
                  95,            0.040113,             0.02475,           0.0013078,             0.90917,             0.80018,             0.87132,             0.52793,             0.03285,            0.020767,          0.00061633,            0.000694,            0.000694,            0.000694
                  96,            0.039268,            0.025262,            0.001549,             0.91515,             0.80943,             0.87426,             0.53515,            0.032631,            0.020672,          0.00058686,            0.000595,            0.000595,            0.000595
                  97,            0.039411,            0.024246,           0.0014489,              0.9031,             0.81113,             0.87274,             0.53523,            0.032537,             0.02064,          0.00056893,            0.000496,            0.000496,            0.000496
                  98,            0.039397,            0.024831,           0.0016119,             0.91858,             0.80764,             0.87451,             0.53506,            0.032507,            0.020601,          0.00054913,            0.000397,            0.000397,            0.000397
                  99,            0.038833,            0.024888,           0.0012802,             0.92905,             0.80474,             0.87623,             0.54111,              0.0322,            0.020396,          0.00054541,            0.000298,            0.000298,            0.000298
